ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
17	GMCE	17-GMCE-000134		LEDARGSA S.A.	FCE#0003-00000001	17001EC01067557S	03/10/2017	EXPORTACION TERRESTRE_DEST.: LEXUS EDITORES DE CHILE SA_CHILE
17	GMCE	17-GMCE-000107		CYPRES SA	EDISA # FCE 0005-00000029	17073EC01022952R	16/08/2017	EXPO A COSTA RICA
17	GMCE	17-GMCE-000069		DRYL S.A.	RODESOL FCE 0002-00000378	17001EC01034661X	26/05/2017	 
17	GMCE	17-GMCE-000054		DRYL S.A.	FCE 0002-00000357 (RODESOL)	17001EC01029064J	05/05/2017	EXPO. TERRESTRE LTL_DEST.: URUGUAY
17	GMCE	17-GMCE-000048		DRYL S.A.	FCE 0002-00000355 (RODESOL S.A.)	17001EC01025900E	21/04/2017	EXPO. TERRESTRE LTL_DEST.: URUGUAY
17	GMCE	17-GMCE-000030		DRYL S.A.	FCE 0002-00000348 (RODESOL S.A.)	17001EC01017391J	16/03/2017	EXPO. TERRESTRE LTL_DEST.: URUGUAY
17	GMCE	17-GMCE-000023		DRYL S.A.	FCE_0002-00000321	17001EC01012632C	22/02/2017	EXPO LTL A URUGUAY. DEST/RODESOL S.A.
16	GMCE	16-GMCE-000052		CYPRES SA	FCE 0005-00000027	17001EC01000457E	03/01/2017	 
16	GMCE	16-GMCE-000049		EDITORIAL ARTEMISA S.A.	FCE 0003-00000105	17001EC01001419D	06/01/2017	EXPO. TERRESTRE A CHILE. dest/ EDIT. ZIG ZAG
16	GMCE	16-GMCE-000029		EDITORIAL ARTEMISA S.A.	FCE#000300000104 dest/GUSSI LIBROS	16001EC01056942N	09/12/2016	EXPO. TERRESTRE DEST.: URUGUAY
16	GMCE	16-GMCE-000006		DRYL S.A.	FE 0002-00000303	16001EC01050921E	14/11/2016	EXPORTACION A URUGUAY, CNEE/ RODESOL S.A.
16	GMCE	16-GMCE-000004		DRYL S.A.	FCE000200000302	16073EC01033424M	14/11/2016	DEST: XYZ EDITORA SA/ SANTIAGO DE CHILE, CHILE
