ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
25	GMCI	25-GMCI-000725		CELULOSA CANNING SA	PEREZ TRADING INV 130539 BRACELL	25029IC05001573V	01/08/2025	IMPORTACION TERRESTRE BRASIL/PUERTO IGUAZU_06 ROLLOS PAPAEL
25	GMCI	25-GMCI-000724		EPIFANIO JIMENEZ E HIJOS S.A.	EPIFANIO_25/00146 IT	25001TRM4006478F	16/07/2025	TRM T4/CACEC + SENASA VEGETAL TTO RESTRINGIDO_FFAU5225450
25	GMCI	25-GMCI-000723		DINOSAURIO S.A.	DINOSAURIO_25/01382 SI	25001TRM4006844C	25/07/2025	TRANSITO EXOLGAN/ CORDOBA IMO 1X40HC MEDU4480066
25	GMCI	25-GMCI-000722		CERAMICA MARCOS PAZ SRL	TRM CERAMICAS MARCOS PAZ	25073TRM4002483G	10/07/2025	TRANSITO EZEIZA/ TUCUMAN CAI 5333
25	GMCI	25-GMCI-000721	 	ELECTRO CORDOBA S.A.	OP3597 ELECTRO CORDOBA	25001TRM4007866H	22/08/2025	TRANSITO ISTA BUE/COR OOLU0148084
25	GMCI	25-GMCI-000720		CRISMAL SRL	OP 3562 - CRISMAL SRL	25001TRM4006328W	11/07/2025	TRM TRP/CORDOBA - CMAU7209960 SEAL R7080611
25	GMCI	25-GMCI-000719		GM CARGO SRL	TTO. INTERNAC. A PARAGUAY	25001TRM4006511Z	17/07/2025	VALERO COMEX_TRM4 COLOMBIA/ PARAGUAY 1x40HC  FCIU7474465
25	GMCI	25-GMCI-000718		Rodrigo Zubillaga	MEX	25001IC04137135Y	07/07/2025	MEX
25	GMCI	25-GMCI-000717		ASTURCON SA	MAQ.AGRIC.SIRUANA INV.003	25008IC04008375B	29/10/2025	IMPORT. MARIT. ZARATE COSECHADORA DE UVAS. ASTURCON SA
25	GMCI	25-GMCI-000716		ACEITERA SOLDINI SA	MAQ.AGRIC.SIRUANA INV.002	25008IC04008374A	29/10/2025	IMPORT. MARIT. ZARATE COSECHADORA DE UVAS. ACEITERA SOLDINI SA
25	GMCI	25-GMCI-000714		CRUX MARINE SAS 	SRT JUN2025_CRUX UY INV: A 108	25001IC04133521J	01/07/2025	IMPO AEREA_x3 AIS COAST STATION_DHL AWB 49 6832 2096
25	GMCI	25-GMCI-000713		EFEPE S.A.	VALO_V-250611	25001IC04128029Z	24/06/2025	IMPORTACION AEREA TAIWAN 
25	GMCI	25-GMCI-000712		W.MAX SRL	JOSTRON INV.A 4_ 2x40HC CESPED JUNIO 2025	25001IC04179338C	01/09/2025	IMPORT MARIT FOB QINGDAO CESPED HOCKEY + BLACK + PADEL
25	GMCI	25-GMCI-000711		PRIOTTI NANCY MARIA	RANDLL BROS INV. 28489	25008IC04006864C	03/09/2025	IMPORT RO-RO- ZARATE COSECHADORA USADA JD S690
25	GMCI	25-GMCI-000710		VIOTTO SERGIO CARLOS	RANDLL BROS INV. 29327	25008IC04006812S	02/09/2025	IMPORT RO-RO- ZARATE COSECHADORA CASE IH8120
25	GMCI	25-GMCI-000709		CUATRO ASES SA	CLORURO	25001TRM4005475B	19/06/2025	CLORURO 27744 KGS KOCU4243978 / 24H1109446
25	GMCI	25-GMCI-000708		PROBELT S.R.L.	P39-25 HABASIT	25001IC04135025K	02/07/2025	P39-25 HABASIT CARGA SUELTA
25	GMCI	25-GMCI-000707	 	DINOSAURIO S.A.	DINOSAURIO_25/01382 SI	25001TRM4006848G	25/07/2025	TRANSITO IMO EXOLGAN/ CORDOBA MEDU7561095 1X40HQ
25	GMCI	25-GMCI-000706		ROS MEDICAL S.A.	25/00450 - ROS MEDICAL SA	25073TRM4002157E	13/06/2025	TRM EZEIZA/ ROSARIO-BINDER 1
25	GMCI	25-GMCI-000705		PROBELT S.R.L.	P114-24	25033ZFE1003516G	11/06/2025	P114-24
25	GMCI	25-GMCI-000704		GURIDI LEANDRO NESTOR	RANDAL BROS INV. 26196	25008IC04007882D	09/10/2025	IMPORT MAR ZARATE COSECHADORA JD S690
25	GMCI	25-GMCI-000703	 	M A COMERCIAL SRL	25/00994_M A COMERCIAL	25001TRM4005681A	25/06/2025	TRM TRP (25/06 21HS)/CORD_25/00994 PCC 1X40HC UETU6935754
25	GMCI	25-GMCI-000702		MANTIS LOGISTICS S.A.S.	MANTIS LOG-ILLUSTRA_25/00876 SI	25001TRM4005810R	27/06/2025	TRM4 COMPARTIDO 2IMPORTADORES EN 1 CONTENEDOR A ZOFRACOR ZONA FRANCA
25	GMCI	25-GMCI-000701		SHIFT ARGENTINA S.A.S.	SHIFT ARG.SA-ILLUSTRA_25/00876 SI	25001TRM4005814V	27/06/2025	TRM4 COMPARTIDO 2IMPORTADORES EN 1 CONTENEDOR A ZOFRACOR ZONA FRANCA
25	GMCI	25-GMCI-000700		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA 3039	25001IC05011733K	02/06/2025	Camión completo. Zona Franca Colonia Pedido 24- Mayo 2025
25	GMCI	25-GMCI-000699		CYPRES SA	Pedido 03	25001IC05014007H	25/06/2025	Camión Completo Zona Franca Colonia
25	GMCI	25-GMCI-000697		GIRAUDO EQUIPAMENTO S.A.	PRE ALERTA | GIRAUDO | 25/00865	25001TRM4005004M	05/06/2025	PRE ALERTA | GIRAUDO | 25/00865 SI | ISTA a CBA TEMU1723611
25	GMCI	25-GMCI-000696		SOCIEDAD DE SAN PABLO	JHY20250331	25001IC04194958H	18/09/2025	Envío contenedor completo China
25	GMCI	25-GMCI-000695		CELULOSA CANNING SA	LIUZHOU REMI TRADE CO. LTD._INV: RM20250308	25001IC04104534L	20/05/2025	FILM POF IMPORTACION DE CHINA_1X40HC TLLU7695267
25	GMCI	25-GMCI-000694		3BL SRL	ALMENDRAS PROF 153 ATLANTICA -	25001IC04118537T	11/06/2025	ALMENDRAS PROF 153 ATLANTICA - CHILE TERRESTRE
25	GMCI	25-GMCI-000693		AFG INGENIERIA S.R.L.	25/00316_AFG INGENIERIA	25073TRM4001999R	29/05/2025	TRM4 EZEIZA/ BINDER1
25	GMCI	25-GMCI-000691		PLANTIUM S.A.	25/00323_PLANTIUM	25073TRM4001755H	14/05/2025	TRANSITO TRM EZEIZA/ZF VILLA CONSTITUCIÓN
25	GMCI	25-GMCI-000688		3BL SRL	Georgian Products R.Inv c-83	25001IC04166951W	18/08/2025	Avellanas Naturales  s/ cáscaras  calibre 11-13MM  origen Giorgia
25	GMCI	25-GMCI-000687		3BL SRL	DUBAI INVOICE 27/2025	25001IC04105312G	21/05/2025	AVENA DE BRASIL DUBAI INVOICE 27/2025
25	GMCI	25-GMCI-000686		CUATRO ASES SA	CUATRO ASES_IMO_25/010130 SI	25001TRM4004248V	13/05/2025	TLLU5973899 1X40HC TRANSITO ISTA TRM4 T4/DEP. FISC. CORDOBA+ADCHIPION CARGA 19/05 18HS
25	GMCI	25-GMCI-000685		SOCIEDAD DE SAN PABLO	MAQUINA BIBLIA ADORNOS	25001IC04170684U	21/08/2025	MAQUINA BIBLIA ADORNOS
25	GMCI	25-GMCI-000684		MARSTECH SRL	25/00175_MARSTECH	25073TRM4001565G	29/04/2025	TRM EZEIZA/BINDER I_128 BULTOS
25	GMCI	25-GMCI-000683	 	CUATRO ASES SA	25/00923 SI_CUATRO ASES	25001TRM4003777E	29/04/2025	TRM ARBUE-T4/CACEC_1x20MRSU0047982
25	GMCI	25-GMCI-000682		CUATRO ASES SA	25/00922 SI_CUATRO ASES	25001TRM4003802Z	30/04/2025	TRM ARBUE-T4/ DEP.FISC.CORDOBA/ALTOS DE CHIPION/BUE_ 1x40HC UETU655588/3 IMO
25	GMCI	25-GMCI-000679		LAUACU SRL	PROFORMA 10417	25001IC04133022F	30/06/2025	PROFORMA 10417
25	GMCI	25-GMCI-000678		CUATRO ASES SA	25/00813_CUATRO ASES	25001TRM4003353R	14/04/2025	TRANSITO ISTA EXOLGAN/ CACEC_CARGA SABADO 19/04_1x20 MSMU340492/8
25	GMCI	25-GMCI-000677		CUATRO ASES SA	25/00818SI_CUATRO ASES	25001TRM4003465V	21/04/2025	TRANSITO ISTA TRP/CORDOBA_1x20 CMAU1725700
25	GMCI	25-GMCI-000676		W.MAX SRL	PADEL GRASS_JOSTRON_FACT: 3	25001IC04081194R	21/04/2025	IMPORTACION DE CHINA_1X20 CSLU2110355
25	GMCI	25-GMCI-000675	 	3BL SRL	GFT GIDA LIMITED SIRKETI	25001IC04116480Y	09/06/2025	Embarque marítmo Iran.Pistachos
25	GMCI	25-GMCI-000673		3BL SRL	SMARTNUTS 501059/25	25001IC05008641Y	24/04/2025	Almendras Non Parell Variety 25-27
25	GMCI	25-GMCI-000672		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial3038	25001IC05007663R	14/04/2025	Arquetipo Grupo Editorial SA A 3038  Camión completo. Cruza 11/04 arribando a Buenos Aires 14/04.
25	GMCI	25-GMCI-000671		PROBELT S.R.L.	P04-25 MATO / P03-25 VOLTA	25001IC04074420L	08/04/2025	P04-25 MATO / P03-25 VOLTA
25	GMCI	25-GMCI-000670		EPIFANIO JIMENEZ E HIJOS S.A.	EPIFANIO_25/00543 SI	25001TRM4002967E	31/03/2025	TRM4 TRP/CACEC_CON VERIF SENASA FITO_1x20 SEGU1778860
25	GMCI	25-GMCI-000668		CYPRES SA	LATINBOOKS_FACTURA: A 2554	25001IC05006535Y	31/03/2025	IMPORTACION DDE ZFCOLONIA_CAMIÓN COMPLETO
25	GMCI	25-GMCI-000667	 	MOLBER SRL	24/02810 SI_MOLBER SRL	25001IC04110983Z	30/05/2025	IMPORTACION CHINA LCL_S/ TANGSHAN SHIMAI I&E TRADING CO., LTD
25	GMCI	25-GMCI-000666		SOCIEDAD DE SAN PABLO	PAPEL RESOLUTE DANNY HUERTAS	25001IC04122438Y	17/06/2025	 
25	GMCI	25-GMCI-000665		ASOCIACION CASA EDITORA SUDAMERICAN	5646-SI	25001IC04072992A	07/04/2025	 
25	GMCI	25-GMCI-000664		ASOCIACION CASA EDITORA SUDAMERICAN	PAPEL 5647-SI	25001IC04072869D	07/04/2025	PAPEL 5647-SI
25	GMCI	25-GMCI-000662	 	EPIFANIO JIMENEZ E HIJOS S.A.	25/000621 IT_EPIFANIO JIMENEZ	25001TRM4002641Z	19/03/2025	TRM EXO/CACEC_1X40HC MSDU5410245_VERIFICACION CON SENASA FITOSANITARIO
25	GMCI	25-GMCI-000660		ASOCIACION CASA EDITORA SUDAMERICAN	Nanjing Amity COM-AIE24101063-	25001IC04090453P	05/05/2025	Contenedor Biblia Devocional
25	GMCI	25-GMCI-000658		EDICIONES LEA S.A.	LIBROS INVOICE JH-LEA20250311A	25001IC04090641Y	05/05/2025	LIBROS INVOICE JH-LEA20250311A 23 PALETS
25	GMCI	25-GMCI-000657		PROBELT S.R.L.	P10-25 HABASIT	25001IC04062423L	25/03/2025	P10-25 HABASIT
25	GMCI	25-GMCI-000654		MESSINA HNOS. S.A.	guantes	25001IC04047891A	05/03/2025	guantes
25	GMCI	25-GMCI-000653		PROBELT S.R.L.	P13-25 NK TECHNIKCS	25073IC04025448D	07/03/2025	P13-25 NK TECHNIKCS
25	GMCI	25-GMCI-000652		JBS RENTAL S.A.	R&R LOG. (NI) LTD._INV CI-00051477/2	25001IC04067115Y	31/03/2025	IMPORTACION AEREA_RALLY PARTS
25	GMCI	25-GMCI-000651		BOTO DE MATOS MAXIMILIANO CARLOS	B01-25	25001IC04046588C	28/02/2025	B01-25 TONOGA
25	GMCI	25-GMCI-000649		CRUX MARINE SAS 	SRT FEB2025_CRUX UY_A17	25001IC04049717W	06/03/2025	IMPO AEREA_x3 AIS COAST STATION_DHL AWB 24 5653 8991
25	GMCI	25-GMCI-000648		ASOCIACION CASA EDITORA SUDAMERICAN	COM-AIE24101063-4	25073SEDI021957L	21/02/2025	 
25	GMCI	25-GMCI-000644	 	FRANCO RAQUEL	HUNG HING OFF-SET PRINT_FACTURA: 5228666	25001IC04060595T	20/03/2025	IMPORTACION DE CHINA MARITIMO CONSOLIDADO
25	GMCI	25-GMCI-000643		PROEME	GUILLERMO ESC/PANOPLIA/TROTT..	25001IC04039371R	19/02/2025	GUILLERMO ESC/PANOPLIA/TROTT..
25	GMCI	25-GMCI-000642		CRUX MARINE SAS 	CONJUNTOS DE FONDEO_CRUX UY # A14	25001IC04044142J	26/02/2025	IMPORT LCL NO APILABLE (BOLSAS)_AFORO 20m3_PRODEC: CHINA
25	GMCI	25-GMCI-000641		ANTONIO F LA BRUNA SRL	RE: LA BRUNA || ISTA	25001TRM4001110G	31/01/2025	MRKU0909030 ML-BR3791847 MRKU0380291 ML-BR3727796 TUCUMAN CONTROL UNION NORTE 1100B
25	GMCI	25-GMCI-000640		SOCIEDAD DE SAN PABLO	ZT240418-008	25001IC04044293Z	26/02/2025	CONTENERDOR DE BIBLIAS
25	GMCI	25-GMCI-000639		LAUACU SRL	BWB EMBALAGENS_INV. 9.733	25001IC04045737U	27/02/2025	IMPORT. TERRESTRE PROC. BRASIL_EXW_MOLDES PARA USO REPOSTERO
25	GMCI	25-GMCI-000638		PATOCO Y CIA S.R.L.	NUEVA CARGA | PATOCO | BL 7227	25001TRM4000849B	23/01/2025	TRM ISTA TRP/CACEC_CARGA 29/01 20HS_1x20 TEMU4297422_SENASA
25	GMCI	25-GMCI-000637		GM CARGO SRL	EMBRAGUE CAMION	25001IC04021169N	27/01/2025	 
25	GMCI	25-GMCI-000634		CYPRES SA	LatinBooks International SA A 2540	25001IC05001754M	27/01/2025	Pedido 1 -2025  Camión completo. Libros  - libros con complementos.+ Libros con pilas.
25	GMCI	25-GMCI-000633		ASOCIACION CASA EDITORA SUDAMERICAN	63748	25001IC04041203E	21/02/2025	Libros con cajas edición  especial
25	GMCI	25-GMCI-000632		CUATRO ASES SA	25/00132 SI_CUATRO ASES_IMO	25001TRM4000882V	24/01/2025	TTO TRAM A DEP.FISCAL CORDOBA (1100P)_1X40HC SEGU5698418 ***IMO***
25	GMCI	25-GMCI-000631		ASOCIACION CASA EDITORA SUDAMERICAN	63747	25001IC04036502K	17/02/2025	Importación Libros de Baño  Proveedor Leo Paper Products LTD.
25	GMCI	25-GMCI-000630		EDITORIAL BETINA SRL	ABC INTERNATIONAL PUBLISHING LLC 2025-2213	26001IC04022478S	03/02/2026	IMPORT MARIT DE CHINA 1X40HC SUDU8668926/
25	GMCI	25-GMCI-000629		W.MAX SRL	TAISHAN/ JOSTRON_FACTURA: 2	25001IC04076466A	10/04/2025	3X40HC CESPED SINTÉTICO_IMPORTACION DE CHINA
25	GMCI	25-GMCI-000621		EDITORIAL BETINA SRL	ABC INT. PUBLISHING LLC INV. 2025-2214	26001IC04023695U	04/02/2026	IMPORT MARITIMA 1X40HC FCIU7456116
24	GMCI	24-GMCI-000636		CUATRO ASES SA	24/01687 SI_CUATRO ASES SA	25001TRM4000790T	22/01/2025	TTO ISTA T4/CACEC_1X40HC MSKU9659397
24	GMCI	24-GMCI-000627		VASSER S.A.	24/02191 SI_VASSER SA	24001TRM4009200N	26/12/2024	TRANSITO TRM4 EXOLGAN/ZF LA PLATA_1X20 MSDU1903536
24	GMCI	24-GMCI-000626		CRUX MARINE SAS 	SRT CHRONOS_CRUX UY INV. A10	25001IC04002410B	03/01/2025	IMPORT CIP_SRT/ CRUX UY_DHL PREPAID
24	GMCI	24-GMCI-000625		LETRA IMPRESA SRL		25001IC04036033J	14/02/2025	Importación Shenzhen Jinhao Color Printing Co Ltd
24	GMCI	24-GMCI-000624		CULTURAL LIBRERA AMERICANA S.A.	Guangzhou New Color Printing  324072063-1	25001IC04043050G	25/02/2025	Guangzhou New Color Priting Co.;Ltd. 324072063-1
24	GMCI	24-GMCI-000623		ASOCIACION CASA EDITORA SUDAMERICAN	COM-AIE24101037-1/40-1/48-3-1	25001IC04037101G	17/02/2025	Contenedor 1*40HQ Biblias
24	GMCI	24-GMCI-000622		PROBELT S.R.L.	P106-24	24073IC04147529H	27/12/2024	AEREO SILIKOMRAT
24	GMCI	24-GMCI-000620		CULTURAL LIBRERA AMERICANA S.A.	24-2024	25001IC05001722H	27/01/2025	Camión completo Uruguay
24	GMCI	24-GMCI-000619		LEDARGSA S.A.	CNP_INV 06455 A 06449	24001IC04211204D	17/12/2024	IMPORT FCL 1X40HQ_ ZCSU7169986
24	GMCI	24-GMCI-000618		LEDARGSA S.A.	CNP_INV 06441 AL 06454	24001IC04211262H	17/12/2024	IMPORTACIONI FCL 1X40HQ_TEMU7610680 
24	GMCI	24-GMCI-000616		GM CARGO SRL	TRANSITO INTERNAC. A PARAGUAY	24001TRM4008811U	12/12/2024	TRM4 LOG. MILO/ PARAGUAY_VEHICULOS CARGA SUELTA
24	GMCI	24-GMCI-000615	 	CUATRO ASES SA	24/01422 SI_CUATRO ASES	24001TRM4008514U	04/12/2024	TRM4 T4/ CACEC_SEKU1633706
24	GMCI	24-GMCI-000614		TONONI MAXIMILIANO JOSE	LA PANOPLA Y OTROS	25001IC04067935B	31/03/2025	IMPORTACION ESPAÑA MARZO 2025_VARIOS PROVEEDORES_CONSOLIDADO MARITIMO.
24	GMCI	24-GMCI-000613		GM CARGO SRL	MILLED CHILE CONMEBOL FC 613	24073IC04134343U	27/11/2024	MILLED CHILE CONMEBOL FC 613_GUIA 605 SCL 00522874_20 CAJAS
24	GMCI	24-GMCI-000612		CYPRES SA	07-2024	24001IC05019032J	02/12/2024	Camión completo ZFC
24	GMCI	24-GMCI-000611		GM CARGO SRL	CONMEBOL LIBERTADORES	24001IC04195161Z	26/11/2024	DHL 8997805364_15 CAJAS
24	GMCI	24-GMCI-000610		GM CARGO SRL	CAMION CONMEBOL LIBERTADORES	24012IC04000665M	25/11/2024	CAMION CONMEBOL LIBERTADORES_ADUNA DE CLORINDA
24	GMCI	24-GMCI-000609		A Z EDITORA S.A.	LYF-G.XY 224072337/8	25001IC04003725L	06/01/2025	Contenedor de China NO PALLETS
24	GMCI	24-GMCI-000608		GM CARGO SRL	CONMEBOL LIBERTADORES	24001IC04194585C	25/11/2024	DHL GUIA AEREA 2539624496_8 CAJAS
24	GMCI	24-GMCI-000607		DEPPELER JUAN CARLOS	24/00530_DEPPELER	24008TRM4000410Y	29/11/2024	TRM ZARATE/ CORRIENTES_COSECHADORA DE ALGODON_BL NYKS300038574
24	GMCI	24-GMCI-000605		GM CARGO SRL	CONMEBOL LIBERTADORES	24001IC04194576C	25/11/2024	DHL AWB 8572095140_27 CAJAS 
24	GMCI	24-GMCI-000604		GM CARGO SRL	CONMEBOL LIBERTADORES	24001IC04194438W	25/11/2024	DHL MATADEROS GUIA 9642911633_37 CAJAS
24	GMCI	24-GMCI-000603		ASOCIACION CASA EDITORA SUDAMERICAN	Nanjing Amity Import &Export	25001IC04029120X	06/02/2025	Contenedor China
24	GMCI	24-GMCI-000602		MOLBER SRL	24/02707 SI_MOL-BER SRL	25001IC04050014E	07/03/2025	LANA DE VIDRIO_1X40HC_TXGU5465729
24	GMCI	24-GMCI-000600		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo 3029 // Pedido  20-24	24001IC05018102G	19/11/2024	Camión completo Tte Rolando  Impresos según IC05018102G Canal Naranja.
24	GMCI	24-GMCI-000598		CUATRO ASES SA	24/01004 SI_CUATRO ASES	24001TRM4007413R	29/10/2024	31/10 22hs (FORZOSO IN)_TRAM ISTA T4/CACEC_MRKU8668854
24	GMCI	24-GMCI-000597		CUATRO ASES SA	24/01007 SI_CUATRO ASES	24001TRM4007837E	13/11/2024	TTO ISTA MSNU2125080 20 DRY_EXO/ CACEC CORDOBA
24	GMCI	24-GMCI-000596		PROBELT S.R.L.	P88-24	24001IC04206941P	11/12/2024	P88-24
24	GMCI	24-GMCI-000595		Rodrigo Zubillaga	mex	25001IC04000948P	02/01/2025	9 PALETS CARGA SUELTA
24	GMCI	24-GMCI-000594		SOCIEDAD DE SAN PABLO		24001IC04195408U	26/11/2024	BL XDSEF240914022 KOCU5248167
24	GMCI	24-GMCI-000593		BALSAMO S.A.	BALSAMO_LCL_TRAM SI	24001TRM4007104Y	18/10/2024	BALSAMO_LCL_TRAM SI CORDOBA
24	GMCI	24-GMCI-000591		PROBELT S.R.L.	P74-24	24001IC04213079P	19/12/2024	P74-24
24	GMCI	24-GMCI-000590		CYPRES SA	LatinBooks 2533 // PROFORMA Nº06-24	24001IC05017064M	04/11/2024	Camión Completo Tte Rolando 001ROU1020/24 LatinBooks International SA 2533 Libros Impresos.
24	GMCI	24-GMCI-000589		DEPPELER JUAN CARLOS	31353_DEPPELER	24008TRM4000382W	07/11/2024	TRM ZARATE/ CORRIENTES_COSECHADORA DE ALGODON_AFIDI
24	GMCI	24-GMCI-000583		NEXUS AMERICA SA	31029_NEXUS AMERICA SA	24001TRM4006877H	14/10/2024	TRM ISTA TRP/CORD_TGBU4358298_IMO 2.1
24	GMCI	24-GMCI-000581		CULTURAL LIBRERA AMERICANA S.A.	324032114-4 Guangzhou New Color Printing 1x40HQ	24001IC04212809P	19/12/2024	Contenedor 1x 40HQ HMMU5485460 Libros Impresos según Inv. / Despacho de Importación. Retiro de puerto TRP 20/12/24
24	GMCI	24-GMCI-000580		DEPPELER JUAN CARLOS	30971	24008TRM4000320Y	26/09/2024	OP3971 ADUANA DE ZARATE CARRETON CON MAQUINA AGROPECUARIA
24	GMCI	24-GMCI-000578		LUMINIAS SRL	SC202400911A2	24001IC04203764P	06/12/2024	IMPORT LCL CHINA_NRO 1_ENCICLOPEDIAS LUMINIAS.
24	GMCI	24-GMCI-000577		PROBELT S.R.L.	P-65-24	24001IC04161935S	09/10/2024	 
24	GMCI	24-GMCI-000575		EPIFANIO JIMENEZ E HIJOS S.A.	30747_EPIFANIO JIMENEZ	24001TRM4006101K	16/09/2024	TRANSITO ISTA TRP/CORDOBA_TURNO CARGA 20/09 21HS_PIDU4103442
24	GMCI	24-GMCI-000574		BIO.TUC. SRL	24/00422 SI_BIO TUC	24001TRM4006692C	08/10/2024	TRM EXOLGAN/ TUCUMAN_1X20 DFSU2924630
24	GMCI	24-GMCI-000571		EDICIONES LEA S.A.	JH-LEA20240613A	24001IC04182071M	06/11/2024	Envío Jing Hao Yi (HK) Trading Co,.Ltd.
24	GMCI	24-GMCI-000570		INSUMOS MASIVOS SRL	24/01339_INSUMOS Y MASICOS	24001TRM4008354W	02/12/2024	TRM BUE/ROS_1X20 IMO CLASS 2.1_BMOU1269927
24	GMCI	24-GMCI-000568		PLANTIUM S.A.	24/00593_PLANTIUM	24073TRM4002004R	05/09/2024	TTO ISTA EZEIZA/ZFVCONSTITUCION
24	GMCI	24-GMCI-000567		CRUX MARINE SAS 	CRUX UY INV: A8_PANELES SEP 2024	24001IC04145041X	12/09/2024	IMPORTACION PANELES_DHL_DHL MATADEROS
24	GMCI	24-GMCI-000566		CUATRO ASES SA	24/00212 SI_CUATRO ASES	24001TRM4006696G	08/10/2024	TRM ISTA EXO/CACEC_1X20 RFSU3051143
24	GMCI	24-GMCI-000565		CUATRO ASES SA	24/00145 SI_CUATRO ASES SA	24001TRM4005743V	05/09/2024	TTO ISTA T4/TERRAMAR_TIIU2244124 20 DRY 
24	GMCI	24-GMCI-000564		CRUX MARINE SAS 	PALMARY-AUG24_CRUX UY INV: A7	24073IC04100717S	13/09/2024	IMPORTACION AEREA_COMPONENTES ELECTRÓNICOS_FEDEX_TCA EZEIZA
24	GMCI	24-GMCI-000563		SOCIEDAD DE SAN PABLO	Resolute FP US INC. 10358154	24001IC04151801J	23/09/2024	2do envío contenedor papel prensa  ETA 16/09/24
24	GMCI	24-GMCI-000562		SOCIEDAD DE SAN PABLO	Resolute FP US INC 10357652	24001IC04151730K	23/09/2024	1er Embarque contenedor de papel prensa. Envío desde Montreal Cánada. No giro de divisas
24	GMCI	24-GMCI-000561		AGROCOSECHA S.A.	24/00203 SI_AGROCOSECHA	24001TRM4005179B	13/08/2024	TRANSITO ISTA EXOLGAN/ PUERTO SECO MENDOZA_ 1X40 MSDU4464519 
24	GMCI	24-GMCI-000559		CRUX MARINE SAS 	BANTEN BY CRUX MARINE URUGUAY	24001IC04122858T	08/08/2024	ANTENAS BANTEN
24	GMCI	24-GMCI-000558		DROGUERIA MEDICA SRL	24/00910 SI_DROGUERIA MEDICA SRL	24001TRM4005561T	30/08/2024	TRM4 TRP/BINDER 1-ROSARIO
24	GMCI	24-GMCI-000557		G Y S ANTONELLINI SRL	24/00684_GYS ANTONELLI SRL	24001TRM4005021K	07/08/2024	TRANSITO ISTA_EXOLGAN/CELIMEX-VENADO TUERTO_3 X 40HC
24	GMCI	24-GMCI-000555		PERTRAK S.A	31113_PERTRAK SA	24001TRM4006113N	16/09/2024	TRANSITO ISTA TRP/ TORTONE_18/09 19HS_KOCU5131247
24	GMCI	24-GMCI-000553		CYPRES SA	Pedido 05-2024 Camión	24001IC05010892Y	05/08/2024	 
24	GMCI	24-GMCI-000552		CULTURAL LIBRERA AMERICANA S.A.	20-24	24001IC05010570H	30/07/2024	CAMION COMPLETO 645 BULTOS
24	GMCI	24-GMCI-000550		CRUX MARINE SAS 	ARROW JUL 2024_INV 024611386	24001IC04132659T	27/08/2024	IMPORTACION DE COMPONENTES ELECTRONICOS_AEREO VIA DHL
24	GMCI	24-GMCI-000548		ISSA EZEQUIEL ROBERTO	30837_ISSA	24001TRM4005593B	30/08/2024	TRM EXO/TERRAMAR_MSNU8047494 // SEAL FJ20264428
24	GMCI	24-GMCI-000547		ISSA EZEQUIEL ROBERTO	30713_ISSA EZEQUIEL ROBERTO	24001TRM4005008P	07/08/2024	TRANSITO ISTA_EXOLGAN/ZF CORDOBA (88101)_1X40HC TIIU4445637 SEAL FJ20263872
24	GMCI	24-GMCI-000546		NEXUS AMERICA SA	31106_NEXUS AMERICA SA	24001TRM4004789H	30/07/2024	TTO ISTA BUE/ TORTONE_1X40HC TGBU7072815_SEAL A4230915995_IMO CLASS 2.1
24	GMCI	24-GMCI-000543		SOCIEDAD DE SAN PABLO	CAUCE LIBROS+LOYOLA+EDIT. DESC	24001IC04169999N	18/10/2024	Carga Consolidada marítima  CAUCE LIBROS+GRUPO DE COMUNICACIÓN LOYOLA S.L.U.+EDITORIAL DESCLÉE DE BROUWER,S.A.
24	GMCI	24-GMCI-000542		GM CARGO SRL	CONMEBOL FINAL 2024_LLAVEROS	24073IC04126799N	12/11/2024	IMPORT AEREA VIA FEDEX_LLAVEROS CONMEBOL FINAL 2024
24	GMCI	24-GMCI-000541		CULTURAL LIBRERA AMERICANA S.A.	JHP20240607003	24001IC04158421Y	03/10/2024	Contenendor  China / FOB
24	GMCI	24-GMCI-000539		Rodrigo Zubillaga		24001SEDI189190F	25/06/2024	Libros Fer
24	GMCI	24-GMCI-000537		ANTONIO F LA BRUNA SRL	OP30862 - ANTONIO F. LA BRUNA SRL	24001TRM4003834U	19/06/2024	TTO TRM ISTA 2x40HC T4/ TUCUMAN_CAAU6089313_TGHU9825695
24	GMCI	24-GMCI-000536		EFEPE S.A.	VALO_V-240506+V-240610_REPUESTOS	24001IC04102293K	08/07/2024	 
24	GMCI	24-GMCI-000535		CYPRES SA	Pedido04/2024	24001IC05008887C	01/07/2024	Camiòn completo ZFC
24	GMCI	24-GMCI-000534		FIMEX SRL	24/00660_FIMEX SRL	24001TRM4003619V	10/06/2024	TRM4 ISTA GEMEZ II/ ZPA PTO SANTA FE/ CLIENTE SANTA FE_22 PALETS CARGA SUELTA
24	GMCI	24-GMCI-000532		FRIGORIFICO MARK S.A	2024-05-IA0113_FRIG. MARK SA	24073TRM4001128A	28/05/2024	TRM ISTA EZEIZA/ BINDER 1, ROSARIO_AEREO: 724WAW73113493_1 BULTO 64KGS
